Analyzer:;PQM-711 (BS0109);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Recording start: ;2019-10-17 10:50:00.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Recording stop: ;25.10.2019 13:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;(UTC+2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Flag:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E - event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P - PLL no synchronization;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G - GPS no synchronization;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T - time resynchronization;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A - A/D overflow;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;'E';'P';'G';'T';'A';Date      ;Time (UTC+2);THD U L1 avg [%];THD U L2 avg [%];THD U L3 avg [%];U H 1 L1 avg [V];U H 2 L1 avg [V];U H 3 L1 avg [V];U H 4 L1 avg [V];U H 5 L1 avg [V];U H 6 L1 avg [V];U H 7 L1 avg [V];U H 8 L1 avg [V];U H 9 L1 avg [V];U H 10 L1 avg [V];U H 11 L1 avg [V];U H 12 L1 avg [V];U H 13 L1 avg [V];U H 14 L1 avg [V];U H 15 L1 avg [V];U H 16 L1 avg [V];U H 17 L1 avg [V];U H 18 L1 avg [V];U H 19 L1 avg [V];U H 20 L1 avg [V];U H 21 L1 avg [V];U H 22 L1 avg [V];U H 23 L1 avg [V];U H 24 L1 avg [V];U H 25 L1 avg [V];U H 26 L1 avg [V];U H 27 L1 avg [V];U H 28 L1 avg [V];U H 29 L1 avg [V];U H 30 L1 avg [V];U H 31 L1 avg [V];U H 32 L1 avg [V];U H 33 L1 avg [V];U H 34 L1 avg [V];U H 35 L1 avg [V];U H 36 L1 avg [V];U H 37 L1 avg [V];U H 38 L1 avg [V];U H 39 L1 avg [V];U H 40 L1 avg [V];U H 41 L1 avg [V];U H 42 L1 avg [V];U H 43 L1 avg [V];U H 44 L1 avg [V];U H 45 L1 avg [V];U H 46 L1 avg [V];U H 47 L1 avg [V];U H 48 L1 avg [V];U H 49 L1 avg [V];U H 50 L1 avg [V];U H 1 L2 avg [V];U H 2 L2 avg [V];U H 3 L2 avg [V];U H 4 L2 avg [V];U H 5 L2 avg [V];U H 6 L2 avg [V];U H 7 L2 avg [V];U H 8 L2 avg [V];U H 9 L2 avg [V];U H 10 L2 avg [V];U H 11 L2 avg [V];U H 12 L2 avg [V];U H 13 L2 avg [V];U H 14 L2 avg [V];U H 15 L2 avg [V];U H 16 L2 avg [V];U H 17 L2 avg [V];U H 18 L2 avg [V];U H 19 L2 avg [V];U H 20 L2 avg [V];U H 21 L2 avg [V];U H 22 L2 avg [V];U H 23 L2 avg [V];U H 24 L2 avg [V];U H 25 L2 avg [V];U H 26 L2 avg [V];U H 27 L2 avg [V];U H 28 L2 avg [V];U H 29 L2 avg [V];U H 30 L2 avg [V];U H 31 L2 avg [V];U H 32 L2 avg [V];U H 33 L2 avg [V];U H 34 L2 avg [V];U H 35 L2 avg [V];U H 36 L2 avg [V];U H 37 L2 avg [V];U H 38 L2 avg [V];U H 39 L2 avg [V];U H 40 L2 avg [V];U H 41 L2 avg [V];U H 42 L2 avg [V];U H 43 L2 avg [V];U H 44 L2 avg [V];U H 45 L2 avg [V];U H 46 L2 avg [V];U H 47 L2 avg [V];U H 48 L2 avg [V];U H 49 L2 avg [V];U H 50 L2 avg [V];U H 1 L3 avg [V];U H 2 L3 avg [V];U H 3 L3 avg [V];U H 4 L3 avg [V];U H 5 L3 avg [V];U H 6 L3 avg [V];U H 7 L3 avg [V];U H 8 L3 avg [V];U H 9 L3 avg [V];U H 10 L3 avg [V];U H 11 L3 avg [V];U H 12 L3 avg [V];U H 13 L3 avg [V];U H 14 L3 avg [V];U H 15 L3 avg [V];U H 16 L3 avg [V];U H 17 L3 avg [V];U H 18 L3 avg [V];U H 19 L3 avg [V];U H 20 L3 avg [V];U H 21 L3 avg [V];U H 22 L3 avg [V];U H 23 L3 avg [V];U H 24 L3 avg [V];U H 25 L3 avg [V];U H 26 L3 avg [V];U H 27 L3 avg [V];U H 28 L3 avg [V];U H 29 L3 avg [V];U H 30 L3 avg [V];U H 31 L3 avg [V];U H 32 L3 avg [V];U H 33 L3 avg [V];U H 34 L3 avg [V];U H 35 L3 avg [V];U H 36 L3 avg [V];U H 37 L3 avg [V];U H 38 L3 avg [V];U H 39 L3 avg [V];U H 40 L3 avg [V];U H 41 L3 avg [V];U H 42 L3 avg [V];U H 43 L3 avg [V];U H 44 L3 avg [V];U H 45 L3 avg [V];U H 46 L3 avg [V];U H 47 L3 avg [V];U H 48 L3 avg [V];U H 49 L3 avg [V];U H 50 L3 avg [V]
;;   ;   ;   ;   ;   ;17.10.2019;19:00:00.150;1,42;1,37;1,29;234,92;0,025;0,4366;0,0374;2,9318;0,0873;1,3723;0,025;0,1871;0,0374;0,237;0,0125;0,1372;0,0125;0,1497;0,0374;0,3119;0,025;0,4616;0,025;0,0499;0,0125;0,1123;0,0125;0,0499;0,0125;0,025;0,0125;0,025;0;0,025;0;0,0374;0;0,0374;0;0,025;0;0,0125;0;0,025;0;0,025;0;0,0125;0;0;0;0,0125;0;235,86;0,0374;0,3493;0,0499;2,8195;0,0374;1,3349;0,0624;0,2495;0,0374;0,3743;0,0374;0,1372;0,0125;0,1996;0,0374;0,1372;0,0374;0,4865;0,0374;0,1497;0,0125;0,0998;0,025;0,1248;0,025;0,0749;0,025;0,025;0,0125;0,0374;0,0125;0,025;0,0125;0,0374;0,0125;0,0125;0,0125;0,025;0,0125;0,025;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;235,69;0,0374;0,3244;0,0749;2,57;0,025;1,4097;0,0499;0,3119;0,0374;0,3119;0,025;0,0873;0,025;0,1372;0,025;0,262;0,025;0,1996;0,025;0,3493;0,025;0,1871;0,0125;0,0749;0,025;0,1248;0,0125;0,0749;0,0125;0,0374;0,0125;0,025;0;0,0624;0,0125;0,0374;0,0125;0,025;0,0125;0,025;0;0,025;0;0,025;0;0,0125;0;0;0
;;   ;   ;   ;   ;   ;17.10.2019;19:10:00.065;1,42;1,4;1,33;235,88;0,025;0,4004;0,0375;2,9026;0,0876;1,4388;0,025;0,2002;0,0375;0,2127;0,025;0,1126;0,0125;0,1251;0,0375;0,3878;0,025;0,5755;0,025;0,0626;0,0125;0,1126;0,0125;0,0626;0,0125;0,025;0,0125;0,025;0;0,025;0;0,0375;0;0,025;0;0,025;0;0,0125;0;0,025;0;0,025;0;0,0125;0;0;0;0,0125;0;236,54;0,05;0,3503;0,0626;2,8025;0,0375;1,4763;0,0626;0,2627;0,0375;0,3753;0,0375;0,1626;0,025;0,2127;0,0375;0,1626;0,0375;0,588;0,0375;0,2002;0,0125;0,1001;0,025;0,1251;0,025;0,0876;0,025;0,025;0,0125;0,05;0,0125;0,0375;0,0125;0,0375;0,0125;0,0125;0,0125;0,025;0,0125;0,025;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;236,45;0,0375;0,3378;0,0751;2,6023;0,025;1,5514;0,05;0,2627;0,025;0,3628;0,025;0,0876;0,025;0,1501;0,025;0,3003;0,025;0,2502;0,025;0,4004;0,025;0,2252;0,0125;0,1251;0,025;0,1126;0,0125;0,0751;0,0125;0,0375;0,0125;0,025;0,0125;0,0626;0,0125;0,0375;0,0125;0,0375;0,0125;0,025;0,0125;0,0125;0,0125;0,0125;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;19:20:00.068;1,44;1,42;1,33;235,94;0,025;0,3628;0,0375;2,99;0,1001;1,3761;0,025;0,1751;0,0375;0,2627;0,025;0,1501;0,025;0,1501;0,0375;0,4128;0,025;0,5254;0,025;0,1001;0,025;0,0876;0,0125;0,05;0,0125;0,0375;0,0125;0,025;0,0125;0,025;0,0125;0,0375;0;0,025;0;0,025;0;0,025;0,0125;0,025;0;0,0125;0;0,0125;0;0,0125;0;0;0;236,54;0,0375;0,3753;0,05;2,9024;0,0375;1,3886;0,0626;0,2877;0,0375;0,3878;0,025;0,1626;0,025;0,2127;0,0375;0,1751;0,0375;0,5004;0,0375;0,2252;0,0125;0,1126;0,025;0,1001;0,025;0,1001;0,025;0,0375;0,0125;0,05;0,0125;0,0375;0,0125;0,0375;0,0125;0,0125;0,0125;0,025;0,0125;0,025;0;0;0;0,0125;0;0,0125;0;0,0125;0;236,36;0,025;0,3128;0,0876;2,6647;0,025;1,4512;0,05;0,2377;0,0375;0,3503;0,025;0,0876;0,025;0,1626;0,025;0,3128;0,025;0,2252;0,0375;0,3753;0,025;0,1751;0,025;0,0876;0,025;0,1126;0,0125;0,0626;0,0125;0,0375;0,0125;0,025;0,0125;0,0751;0,0125;0,0375;0,0125;0,0375;0,0125;0,025;0,0125;0,0125;0;0,0125;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;19:30:00.071;1,5;1,45;1,34;236,17;0,025;0,4257;0,0376;3,2055;0,0877;1,2521;0,025;0,1753;0,0376;0,3005;0,025;0,1252;0,025;0,1377;0,0376;0,3381;0,025;0,4883;0,025;0,1377;0,025;0,0626;0,0125;0,0501;0,0125;0,025;0,0125;0,025;0,0125;0,025;0,0125;0,0501;0;0,0376;0;0,025;0;0,0125;0,0125;0,025;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;236,78;0,0501;0,2755;0,0626;3,0928;0,0501;1,2021;0,0626;0,288;0,0376;0,4132;0,025;0,1127;0,025;0,2129;0,0376;0,1503;0,0376;0,5009;0,0376;0,2254;0,0125;0,1753;0,025;0,0877;0,025;0,0751;0,025;0,0501;0,0125;0,0376;0,0125;0,0376;0,0125;0,0376;0,0125;0,025;0,0125;0,0125;0,0125;0,025;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;236,53;0,0376;0,2755;0,0877;2,8173;0,025;1,2396;0,0376;0,2504;0,0376;0,3631;0,025;0,0376;0,025;0,1753;0,025;0,3005;0,025;0,2379;0,0376;0,3005;0,0125;0,2254;0,0125;0,1127;0,025;0,0877;0,0125;0,0751;0,0125;0,0501;0,0125;0,0125;0;0,0751;0,0125;0,0376;0,0125;0,0376;0,0125;0,025;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;19:40:00.019;1,59;1,53;1,44;236,01;0,0251;0,4511;0,0376;3,3579;0,0877;1,3783;0,0251;0,213;0,0251;0,2506;0,0251;0,1629;0,0251;0,1002;0,0376;0,426;0,0251;0,5513;0,0251;0,1253;0,0251;0,0626;0,0125;0,0501;0,0125;0,0251;0,0125;0,0376;0,0125;0,0251;0,0125;0,0376;0;0,0251;0;0,0251;0;0,0251;0,0125;0,0251;0;0,0251;0;0,0125;0;0,0125;0;0,0125;0;236,8;0,0501;0,3132;0,0501;3,2828;0,0376;1,278;0,0626;0,2255;0,0376;0,3508;0,0376;0,1504;0,0251;0,213;0,0376;0,1879;0,0376;0,5513;0,0376;0,1879;0,0125;0,1128;0,0251;0,1128;0,0251;0,0877;0,0251;0,0376;0,0125;0,0501;0,0125;0,0125;0,0125;0,0376;0,0125;0,0125;0,0125;0,0125;0,0125;0,0251;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;236,71;0,0251;0,3007;0,0877;2,982;0,0251;1,3908;0,0501;0,2631;0,0376;0,2882;0,0251;0,0501;0,0251;0,1629;0,0251;0,3132;0,0251;0,2882;0,0251;0,4135;0,0125;0,1754;0,0251;0,1002;0,0251;0,1002;0,0125;0,0626;0,0125;0,0251;0,0125;0,0251;0,0125;0,0626;0,0125;0,0251;0,0125;0,0376;0,0125;0,0251;0;0,0125;0;0,0251;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;19:50:00.172;1,57;1,52;1,42;236,02;0,0251;0,4763;0,0376;3,3342;0,0877;1,3161;0,0251;0,2006;0,0376;0,2006;0,0251;0,1003;0,0251;0,1003;0,0376;0,4011;0,0251;0,539;0,0251;0,1003;0,0125;0,0627;0,0125;0,0501;0,0125;0,0376;0,0125;0,0627;0,0125;0,0251;0,0125;0,0376;0;0,0251;0;0,0251;0;0,0125;0,0125;0,0251;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;236,96;0,0627;0,2883;0,0627;3,259;0,0376;1,2534;0,0627;0,2382;0,0376;0,3259;0,0376;0,1128;0,0251;0,2006;0,0376;0,2256;0,0376;0,5641;0,0376;0,2131;0,0125;0,1629;0,0251;0,1128;0,0251;0,1128;0,0251;0,0501;0,0125;0,0627;0,0125;0,0251;0,0125;0,0376;0,0125;0,0251;0,0125;0,0125;0,0125;0,0251;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;236,79;0,0376;0,3008;0,0877;2,9581;0,0251;1,3788;0,0501;0,2382;0,0376;0,2883;0,0251;0,0376;0,0251;0,1504;0,0251;0,3384;0,0251;0,2883;0,0251;0,4011;0,0251;0,1755;0,0251;0,0752;0,0251;0,1003;0,0125;0,1003;0,0125;0,0376;0,0125;0,0251;0,0125;0,0627;0,0125;0,0376;0,0125;0,0376;0,0125;0,0251;0;0,0125;0,0125;0,0251;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;20:00:00.131;1,54;1,56;1,43;236,39;0,0251;0,4385;0,0376;3,2573;0,0877;1,328;0,0251;0,1754;0,0376;0,2631;0,0251;0,1002;0,0251;0,1629;0,0376;0,4134;0,0251;0,6139;0,0251;0,0626;0,0251;0,0752;0,0125;0,0501;0,0125;0,0251;0,0125;0,0501;0,0125;0,0376;0,0125;0,0376;0,0125;0,0125;0;0,0251;0,0125;0,0251;0,0125;0,0125;0;0,0125;0;0,0125;0;0;0;0,0125;0;236,81;0,0501;0,1879;0,0626;3,3074;0,0376;1,328;0,0626;0,2881;0,0376;0,3132;0,0251;0,1503;0,0251;0,1378;0,0376;0,3383;0,0376;0,6139;0,0251;0,2004;0,0125;0,238;0,0125;0,1879;0,0251;0,1879;0,0125;0,0501;0,0125;0,1002;0,0125;0,0376;0,0125;0,0626;0,0125;0,0251;0,0125;0,0251;0,0125;0,0501;0;0,0125;0;0,0251;0;0,0251;0;0,0251;0;237;0,0251;0,3383;0,0877;2,9441;0,0251;1,4658;0,0501;0,238;0,0376;0,2756;0,0251;0,0877;0,0251;0,1128;0,0251;0,3257;0,0251;0,238;0,0376;0,3633;0,0251;0,1503;0,0251;0,0626;0,0251;0,1002;0,0125;0,1002;0,0125;0,0376;0,0125;0,0376;0,0125;0,0752;0,0125;0,0376;0,0125;0,0376;0,0125;0,0251;0;0,0125;0;0,0251;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;20:10:00.065;1,52;1,58;1,44;236,82;0,0252;0,4024;0,0377;3,2193;0,088;1,4084;0,0377;0,1383;0,0377;0,2012;0,0252;0,088;0,0252;0,1886;0,0377;0,3647;0,0377;0,4401;0,0252;0,1509;0,0252;0,0755;0,0126;0,0503;0,0252;0,0377;0,0126;0,0503;0,0126;0,0377;0,0126;0,0377;0,0126;0,0126;0;0,0126;0;0,0252;0,0126;0,0126;0;0,0126;0;0;0;0,0126;0;0;0;237,64;0,0503;0,2138;0,0629;3,2947;0,0377;1,5216;0,0629;0,2767;0,0377;0,3395;0,0377;0,1006;0,0252;0,1383;0,0377;0,3018;0,0377;0,6539;0,0252;0,2264;0,0126;0,2264;0,0126;0,1761;0,0252;0,2012;0,0126;0,0503;0,0126;0,088;0,0126;0,0377;0,0126;0,0629;0,0126;0,0252;0,0126;0,0252;0,0126;0,0503;0;0,0126;0;0,0252;0;0,0252;0;0,0126;0;237,45;0,0252;0,3647;0,088;2,9175;0,0252;1,6096;0,0503;0,2641;0,0377;0,2641;0,0126;0,1132;0,0126;0,1132;0,0252;0,2767;0,0252;0,1006;0,0377;0,3647;0,0126;0,1509;0,0252;0,1006;0,0252;0,1132;0,0126;0,1006;0,0126;0,0377;0,0126;0,0252;0,0126;0,0755;0,0126;0,0377;0,0126;0,0252;0,0126;0,0252;0;0,0126;0;0,0252;0;0,0126;0;0,0126;0
;;   ;   ;   ;   ;   ;17.10.2019;20:20:00.088;1,46;1,48;1,36;235,21;0,025;0,4248;0,025;2,986;0,0875;1,5118;0,0375;0,1749;0,0375;0,2499;0,025;0,1749;0,025;0,1499;0,0375;0,3373;0,0375;0,3748;0,025;0,1374;0,0125;0,0875;0,0125;0,0375;0,0125;0,0375;0,0125;0,05;0,0125;0,0375;0,0125;0,0375;0;0,025;0;0,0125;0;0,0125;0,0125;0,025;0;0,025;0;0,0125;0,0125;0,0125;0,0125;0,0125;0,0125;236,05;0,05;0,3123;0,075;2,9735;0,0375;1,5742;0,0625;0,2624;0,025;0,4248;0,0375;0,1374;0,025;0,1249;0,0375;0,2374;0,0375;0,5497;0,0375;0,1749;0,025;0,1749;0,0125;0,1124;0,025;0,1374;0,0125;0,05;0,0125;0,075;0,0125;0,025;0,0125;0,0375;0,0125;0,025;0,0125;0,025;0,0125;0,0375;0;0,0125;0;0,025;0;0,025;0;0,0125;0;235,92;0,025;0,3498;0,0875;2,6737;0,0375;1,5992;0,05;0,2874;0,0375;0,2749;0,025;0,0875;0,0125;0,1;0,025;0,2749;0,025;0,1249;0,0375;0,4373;0,0125;0,0875;0,0125;0,0875;0,025;0,1249;0,0125;0,1124;0,0125;0,025;0,0125;0,025;0,0125;0,0625;0,0125;0,025;0,0125;0,025;0,0125;0,025;0;0,025;0;0,025;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;20:30:00.195;1,47;1,47;1,36;235,5;0,025;0,4378;0,0375;2,9895;0,0876;1,5135;0,0375;0,2001;0,0375;0,3627;0,025;0,1751;0,025;0,1251;0,0375;0,3252;0,025;0,3878;0,025;0,0751;0,025;0,0751;0,0125;0,0625;0,025;0,025;0,0125;0,05;0,0125;0,025;0,0125;0,025;0,0125;0,025;0;0,025;0,0125;0,0125;0,0125;0,025;0;0,025;0;0,0125;0;0,0125;0;0,0125;0;236,35;0,05;0,2877;0,05;2,9645;0,0375;1,5635;0,0625;0,2627;0,0375;0,4503;0,0375;0,1376;0,025;0,1001;0,0375;0,2377;0,0375;0,5504;0,025;0,1876;0,025;0,1751;0,025;0,1001;0,025;0,1376;0,0125;0,05;0,0125;0,0751;0,0125;0,025;0,0125;0,0375;0,0125;0,025;0,0125;0,025;0,0125;0,025;0;0,0125;0;0,025;0;0,0125;0;0,0125;0;236,27;0,0375;0,3878;0,0876;2,6643;0,025;1,5635;0,0375;0,2877;0,025;0,3252;0,0125;0,1126;0,0125;0,1251;0,025;0,3127;0,025;0,1501;0,0375;0,4878;0,0125;0,1376;0,0125;0,1001;0,025;0,1251;0,0125;0,1126;0,0125;0,0375;0;0,0125;0;0,0625;0,0125;0,025;0,0125;0,0375;0,0125;0,0375;0;0,025;0;0,025;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;20:40:00.003;1,55;1,53;1,41;236,37;0,0251;0,4014;0,0502;3,2115;0,0878;1,6057;0,0251;0,2258;0,0376;0,3889;0,0251;0,1631;0,0251;0,0878;0,0502;0,276;0,0376;0,2634;0,0251;0,0627;0,0251;0,0502;0,0125;0,0627;0,0251;0,0251;0,0251;0,0376;0,0125;0,0251;0,0125;0,0251;0,0125;0,0251;0,0125;0,0251;0,0125;0,0125;0,0125;0,0251;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;237,03;0,0376;0,2885;0,0502;3,1362;0,0376;1,5681;0,0627;0,2634;0,0376;0,4265;0,0376;0,1004;0,0251;0,1129;0,0376;0,2258;0,0376;0,4767;0,0376;0,2258;0,0251;0,2509;0,0251;0,1254;0,0251;0,138;0,0125;0,0502;0,0125;0,0753;0,0125;0,0251;0,0125;0,0502;0,0125;0,0376;0,0125;0,0125;0,0125;0,0376;0;0,0125;0,0125;0,0251;0;0,0125;0;0,0125;0;237,13;0,0251;0,3889;0,0878;2,81;0,0251;1,5932;0,0502;0,276;0,0251;0,3262;0,0125;0,138;0,0125;0,1631;0,0251;0,2885;0,0251;0,1254;0,0376;0,4265;0,0125;0,2133;0,0251;0,138;0,0251;0,0878;0,0125;0,0878;0,0125;0,0251;0;0,0251;0,0125;0,0627;0,0125;0,0251;0,0125;0,0376;0,0125;0,0376;0;0,0251;0;0,0251;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;20:50:00.186;1,53;1,47;1,4;236,53;0,0251;0,4397;0,0377;3,1285;0,0754;1,6208;0,0251;0,2638;0,0377;0,3267;0,0251;0,1885;0,0251;0,0879;0,0377;0,3518;0,0251;0,3769;0,0251;0,0503;0,0251;0,0628;0,0126;0,0628;0,0251;0,0126;0,0251;0,0377;0,0126;0,0251;0,0126;0,0377;0,0126;0,0251;0,0126;0,0251;0,0126;0,0126;0,0126;0,0251;0;0,0251;0;0,0126;0;0,0126;0;0,0126;0;237,41;0,0503;0,3141;0,0628;3,0154;0,0377;1,5579;0,0628;0,2136;0,0377;0,4021;0,0377;0,1382;0,0251;0,1382;0,0377;0,1885;0,0377;0,4146;0,0377;0,1633;0,0251;0,1131;0,0251;0,0754;0,0251;0,1131;0,0251;0,0377;0,0126;0,0503;0,0126;0,0251;0,0126;0,0377;0,0126;0,0126;0,0126;0,0126;0,0126;0,0251;0;0,0126;0,0126;0,0126;0;0,0126;0;0,0126;0;237,52;0,0377;0,3769;0,0754;2,7264;0,0377;1,6459;0,0377;0,2513;0,0251;0,3392;0,0126;0,1005;0,0126;0,1508;0,0251;0,3015;0,0251;0,201;0,0251;0,5151;0,0126;0,2136;0,0251;0,1005;0,0251;0,0879;0,0126;0,1005;0,0126;0,0377;0,0126;0,0251;0,0126;0,0628;0,0126;0,0377;0,0126;0,0251;0,0126;0,0377;0;0,0126;0,0126;0,0251;0;0,0126;0;0,0126;0
;;   ;   ;   ;   ;   ;17.10.2019;21:00:00.151;1,48;1,4;1,34;236,93;0,0252;0,4405;0,0378;2,9574;0,0881;1,6486;0,0252;0,2769;0,0378;0,3146;0,0252;0,1888;0,0252;0,1133;0,0378;0,3524;0,0252;0,4027;0,0252;0,0503;0,0252;0,0755;0,0126;0,0503;0,0252;0,0252;0,0252;0,0503;0,0126;0,0252;0,0126;0,0252;0,0126;0,0252;0,0126;0,0252;0,0126;0,0252;0,0126;0,0252;0;0,0252;0;0,0126;0;0,0126;0;0,0126;0;237,83;0,0378;0,3146;0,0503;2,8316;0,0378;1,5731;0,0629;0,2265;0,0378;0,3901;0,0378;0,1762;0,0252;0,1888;0,0378;0,2139;0,0378;0,4405;0,0378;0,1636;0,0126;0,0881;0,0252;0,0755;0,0252;0,0881;0,0252;0,0378;0,0126;0,0503;0,0126;0,0126;0,0126;0,0252;0,0126;0,0126;0,0126;0,0126;0,0126;0,0252;0;0,0126;0,0126;0,0126;0;0,0126;0;0,0126;0;237,87;0,0252;0,3398;0,0881;2,5421;0,0252;1,7115;0,0378;0,2769;0,0252;0,3524;0,0126;0,0881;0,0126;0,1636;0,0252;0,2391;0,0252;0,151;0,0252;0,5663;0,0126;0,1258;0,0252;0,1007;0,0252;0,1007;0,0126;0,0881;0,0126;0,0252;0,0126;0,0252;0,0126;0,0503;0,0126;0,0378;0,0126;0,0252;0,0126;0,0252;0,0126;0,0252;0,0126;0,0252;0;0,0126;0;0,0126;0
